"city","area","rooms","bathroom","parking","floor","animal","furniture","hoa","rent","property_tax"
"Porto Alegre",30,1,1,0,4,"yes","no",360,600,17
"Rio de Janeiro",57,1,1,1,2,"yes","no",2900,11500,959
"Sao Paulo",70,1,1,1,0,"no","no",0,1100,0
"Sao Paulo",63,2,2,1,20,"yes","no",784,4500,136
"Sao Paulo",220,3,4,3,11,"yes","yes",3300,8000,1000
"Sao Paulo",126,4,3,4,0,"yes","no",0,3300,167
"Porto Alegre",147,2,3,2,2,"yes","yes",400,7900,75
"Sao Paulo",70,3,2,1,10,"no","yes",500,1940,77
"Sao Paulo",99,2,1,1,14,"yes","no",800,1800,0
"Rio de Janeiro",100,2,1,0,1,"no","no",360,1700,2
"Rio de Janeiro",48,1,1,0,6,"yes","yes",410,1300,25
"Belo Horizonte",247,4,5,4,15,"yes","yes",2795,12500,1458
"Sao Paulo",443,5,5,4,3,"yes","yes",4172,7000,1417
"Rio de Janeiro",200,2,3,2,1,"yes","no",2500,5200,250
"Belo Horizonte",360,4,3,4,0,"no","no",0,6500,181
"Rio de Janeiro",90,3,2,0,3,"yes","no",1200,2570,242
"Sao Paulo",297,4,4,6,0,"yes","no",0,3000,392
"Porto Alegre",180,3,3,2,3,"yes","no",700,2700,175
"Sao Paulo",54,1,2,1,13,"yes","yes",1150,6000,0
"Porto Alegre",90,2,2,1,3,"no","no",400,2500,80
"Campinas",105,3,3,2,12,"yes","no",1150,2300,208
"Porto Alegre",67,2,1,1,8,"no","yes",600,2500,96
"Sao Paulo",45,1,1,0,2,"no","no",160,620,15
"Porto Alegre",127,3,3,0,5,"yes","no",1295,1125,209
"Sao Paulo",120,3,3,2,1,"yes","yes",1100,8950,0
"Sao Paulo",75,2,1,1,13,"yes","no",600,1880,16
"Sao Paulo",220,3,2,3,0,"yes","yes",0,7800,215
"Sao Paulo",50,1,1,1,17,"no","yes",750,5000,0
"Porto Alegre",115,3,2,1,3,"yes","no",900,2500,250
"Campinas",75,2,2,1,3,"yes","no",706,2400,75
"Rio de Janeiro",65,2,2,0,0,"no","no",0,1305,0
"Rio de Janeiro",39,1,1,0,2,"no","yes",800,2300,98
"Sao Paulo",200,2,3,2,0,"yes","no",0,4000,196
"Sao Paulo",72,2,1,0,14,"yes","no",600,2560,0
"Rio de Janeiro",108,2,2,1,7,"no","yes",1300,4500,350
"Sao Paulo",32,1,1,1,1,"yes","yes",700,4500,128
"Sao Paulo",106,3,2,1,8,"no","no",980,3200,260
"Belo Horizonte",70,3,1,1,4,"yes","no",240,1100,100
"Rio de Janeiro",120,3,2,1,2,"yes","yes",2000,4500,325
"Campinas",55,1,1,0,4,"yes","no",490,500,37
"Sao Paulo",100,3,1,0,5,"yes","no",900,1617,0
"Sao Paulo",162,2,2,1,12,"yes","yes",1420,5000,0
"Sao Paulo",75,2,1,1,2,"yes","no",710,1700,18
"Campinas",44,1,1,0,7,"yes","no",260,670,12
"Sao Paulo",130,2,2,2,11,"no","no",2200,7500,780
"Campinas",147,4,3,1,0,"yes","no",0,3500,62
"Porto Alegre",70,2,1,0,0,"yes","no",360,1150,15
"Porto Alegre",64,2,2,2,5,"yes","no",410,2300,50
"Rio de Janeiro",180,4,3,1,5,"no","no",1683,4000,482
"Porto Alegre",42,2,1,0,1,"yes","no",360,1200,100
"Sao Paulo",117,3,3,1,13,"yes","no",1500,4620,300
"Rio de Janeiro",180,3,4,2,7,"yes","yes",1210,15000,369
"Sao Paulo",65,3,2,1,10,"no","no",587,3250,113
"Sao Paulo",29,1,1,0,1,"no","yes",250,1720,99
"Sao Paulo",600,4,6,3,0,"yes","yes",200,12000,817
"Sao Paulo",145,3,3,1,10,"yes","yes",1380,11000,375
"Sao Paulo",310,4,4,4,21,"yes","no",4700,14000,1751
"Belo Horizonte",260,4,4,3,8,"no","no",1665,5250,440
"Sao Paulo",320,3,3,2,10,"yes","no",2200,8330,584
"Belo Horizonte",70,3,1,1,3,"yes","no",180,980,0
"Rio de Janeiro",35,1,1,0,3,"yes","no",320,800,0
"Porto Alegre",320,3,4,4,0,"yes","no",0,4950,234
"Porto Alegre",82,2,2,2,6,"yes","no",280,2800,92
"Sao Paulo",62,2,2,1,2,"yes","yes",800,2580,84
"Porto Alegre",60,3,1,0,3,"yes","no",265,1550,31
"Porto Alegre",78,3,2,0,8,"yes","no",350,1700,61
"Sao Paulo",385,4,5,6,3,"yes","no",4200,7000,2410
"Porto Alegre",214,3,3,2,4,"yes","no",2500,3500,500
"Sao Paulo",233,4,5,4,7,"yes","yes",3240,11000,92
"Rio de Janeiro",60,2,1,1,8,"yes","no",700,1500,50
"Belo Horizonte",22,1,1,0,3,"no","yes",420,1300,75
"Sao Paulo",90,2,1,1,2,"yes","no",1000,3000,50
"Rio de Janeiro",60,2,2,0,4,"no","no",560,2500,83
"Porto Alegre",80,2,1,0,0,"yes","yes",0,1610,0
"Sao Paulo",110,3,4,3,8,"yes","no",1364,2200,403
"Rio de Janeiro",120,2,2,1,14,"yes","no",858,800,18
"Belo Horizonte",193,3,3,1,0,"yes","no",0,13500,236
"Sao Paulo",55,2,1,1,4,"yes","no",400,1460,0
"Rio de Janeiro",165,3,3,1,5,"yes","yes",2000,7000,420
"Porto Alegre",46,1,1,2,7,"yes","no",690,2400,98
"Rio de Janeiro",55,2,1,0,1,"yes","no",450,2200,0
"Sao Paulo",150,2,2,1,0,"yes","no",0,2954,1
"Sao Paulo",57,1,1,0,8,"yes","yes",300,6000,17
"Rio de Janeiro",160,3,2,1,3,"yes","yes",2000,6700,367
"Sao Paulo",200,4,4,2,9,"yes","yes",3700,7000,850
"Campinas",60,1,2,1,10,"yes","no",630,1338,72
"Sao Paulo",180,3,2,1,11,"yes","yes",2900,4500,500
"Sao Paulo",62,1,1,0,3,"yes","no",550,2100,0
"Rio de Janeiro",90,3,2,1,12,"yes","yes",1000,3400,275
"Rio de Janeiro",35,1,1,0,3,"no","yes",585,2300,92
"Sao Paulo",95,2,1,1,8,"yes","no",1226,3200,92
"Sao Paulo",320,5,5,4,4,"yes","no",5800,5500,1500
"Rio de Janeiro",127,3,2,2,4,"yes","no",836,1700,124
"Sao Paulo",210,3,2,2,11,"yes","yes",2600,5000,417
"Sao Paulo",160,4,3,2,20,"yes","yes",1260,5600,334
"Sao Paulo",273,3,2,5,0,"no","no",0,3355,215
"Sao Paulo",211,4,5,4,2,"yes","no",1543,3800,714
"Sao Paulo",145,2,3,2,16,"yes","yes",2000,10000,584
"Porto Alegre",92,2,2,1,6,"yes","no",450,1900,67
"Campinas",254,3,4,2,0,"yes","no",0,3000,251
"Sao Paulo",350,4,4,2,4,"no","no",3000,6000,1316
"Sao Paulo",55,1,1,0,13,"yes","no",400,1177,0
"Sao Paulo",80,3,2,2,5,"yes","no",1045,2400,227
"Sao Paulo",280,3,3,4,21,"yes","no",2498,4500,1116
"Sao Paulo",100,3,1,0,3,"yes","no",0,1970,0
"Rio de Janeiro",98,3,2,1,2,"yes","no",1379,6000,239
"Sao Paulo",85,2,3,1,14,"yes","no",709,3300,94
"Sao Paulo",78,2,2,2,1,"no","yes",450,3500,155
"Sao Paulo",58,2,1,1,6,"yes","no",770,1800,75
"Rio de Janeiro",50,1,1,1,3,"yes","no",2208,2300,420
"Sao Paulo",30,1,1,0,14,"yes","no",400,1600,0
"Sao Paulo",75,2,1,1,4,"yes","yes",2065,6000,600
"Campinas",350,4,6,6,0,"yes","no",1200,7330,55
"Sao Paulo",136,3,4,3,2,"yes","no",1490,2800,500
"Sao Paulo",290,3,3,3,0,"yes","no",0,8000,542
"Sao Paulo",99,2,2,2,4,"yes","no",590,4000,122
"Porto Alegre",750,5,3,6,0,"no","yes",0,7980,46
"Sao Paulo",110,2,2,1,0,"yes","no",0,3500,125
"Porto Alegre",340,2,3,2,5,"yes","no",1500,4000,317
"Sao Paulo",178,2,1,1,9,"no","no",2900,3440,0
"Porto Alegre",254,3,4,2,0,"yes","no",0,6150,200
"Porto Alegre",51,2,1,1,6,"yes","no",200,1050,75
"Sao Paulo",134,3,3,2,18,"yes","yes",900,3500,390
"Sao Paulo",38,1,1,1,16,"yes","no",450,2170,59
"Sao Paulo",400,4,5,3,0,"no","no",0,15000,0
"Rio de Janeiro",136,3,2,2,7,"yes","yes",2470,8000,558
"Sao Paulo",250,4,5,2,17,"yes","yes",2000,12000,9
"Campinas",94,2,2,2,3,"yes","no",890,4000,165
"Rio de Janeiro",62,2,2,1,5,"yes","yes",585,1750,38
"Sao Paulo",80,2,2,1,0,"yes","yes",0,2540,65
"Campinas",89,3,1,1,5,"no","no",820,2050,150
"Campinas",51,2,1,0,2,"yes","no",271,980,21
"Sao Paulo",40,1,1,1,19,"no","yes",420,3899,208
"Porto Alegre",47,1,1,1,3,"no","yes",400,2200,0
"Sao Paulo",210,3,5,3,2,"yes","yes",1900,3800,0
"Sao Paulo",230,4,4,4,1,"yes","yes",2300,13500,1084
"Sao Paulo",70,2,2,1,5,"yes","no",495,2450,59
"Porto Alegre",117,3,1,1,3,"yes","no",258,1550,100
"Belo Horizonte",54,2,2,0,18,"yes","no",400,1100,0
"Sao Paulo",105,2,1,0,0,"yes","no",0,1800,125
"Rio de Janeiro",47,2,2,0,5,"yes","yes",990,4210,158
"Sao Paulo",120,3,1,0,2,"yes","no",200,2100,167
"Rio de Janeiro",284,4,6,2,5,"yes","yes",3300,11420,567
"Sao Paulo",58,2,1,1,4,"no","yes",636,2493,80
"Porto Alegre",95,2,1,1,3,"yes","no",300,2800,69
"Rio de Janeiro",65,2,1,0,0,"yes","no",0,1000,47
"Porto Alegre",188,3,4,2,0,"yes","yes",650,3800,0
"Belo Horizonte",21,1,1,0,20,"no","no",160,850,60
"Sao Paulo",65,2,2,1,13,"no","yes",700,3200,0
"Rio de Janeiro",50,2,1,0,9,"yes","yes",620,1660,42
"Sao Paulo",150,4,3,3,0,"yes","no",0,7500,109
"Porto Alegre",90,3,3,1,1,"yes","no",320,2500,91
"Belo Horizonte",400,3,3,6,0,"yes","no",1200,7200,218
"Campinas",64,2,2,2,9,"yes","no",460,1964,134
"Sao Paulo",80,2,1,1,2,"no","no",315,2156,0
"Sao Paulo",300,3,5,4,12,"no","no",6593,6000,1974
"Sao Paulo",240,3,3,2,0,"yes","yes",0,3840,152
"Sao Paulo",50,2,1,1,7,"no","yes",465,1357,0
"Sao Paulo",820,4,4,6,0,"yes","no",2500,13000,2500
"Porto Alegre",58,1,1,1,4,"yes","yes",350,2300,139
"Sao Paulo",230,3,2,2,7,"yes","no",1773,1965,441
"Porto Alegre",43,1,1,1,21,"yes","yes",888,2450,107
"Sao Paulo",280,6,6,3,0,"yes","no",0,5000,1118
"Sao Paulo",54,2,1,1,1,"yes","yes",650,1350,0
"Belo Horizonte",200,6,2,1,0,"yes","no",0,3400,134
"Sao Paulo",360,3,5,6,17,"yes","no",7552,3000,4830
"Sao Paulo",650,5,8,7,0,"yes","yes",0,15000,2667
"Porto Alegre",38,1,1,0,1,"yes","no",300,850,34
"Belo Horizonte",373,4,5,5,7,"yes","no",2601,15000,188
"Sao Paulo",133,3,2,2,0,"yes","no",0,4300,255
"Belo Horizonte",150,4,2,2,1,"yes","no",1357,3700,211
"Campinas",80,3,2,1,3,"yes","no",430,1200,74
"Sao Paulo",129,4,2,3,2,"yes","yes",1100,5500,520
"Sao Paulo",275,3,5,6,0,"yes","yes",0,13000,500
"Belo Horizonte",60,1,2,1,5,"yes","no",750,1900,163
"Belo Horizonte",170,3,4,4,13,"yes","no",1978,8000,759
"Sao Paulo",40,1,1,2,5,"yes","no",915,1559,169
"Belo Horizonte",200,4,4,4,4,"yes","no",2500,4100,963
"Sao Paulo",170,4,4,3,11,"yes","no",2500,2499,870
"Sao Paulo",200,5,3,2,1,"yes","no",1480,9000,259
"Sao Paulo",31,1,1,0,3,"no","yes",371,1900,0
"Porto Alegre",135,3,2,1,8,"yes","no",1300,2165,209
"Sao Paulo",400,3,3,1,3,"yes","no",3000,11000,142
"Porto Alegre",70,2,1,0,0,"yes","no",320,1200,65
"Sao Paulo",240,3,4,3,9,"yes","no",3211,5100,1102
"Sao Paulo",115,2,1,1,0,"yes","no",0,1750,134
"Sao Paulo",400,3,4,3,0,"yes","no",0,10000,1189
"Sao Paulo",147,4,2,0,8,"yes","no",1150,2800,258
"Belo Horizonte",58,2,1,1,1,"yes","no",500,750,80
"Campinas",92,3,2,2,8,"yes","no",700,2000,145
"Sao Paulo",330,3,6,4,0,"yes","no",0,8500,856
"Porto Alegre",60,2,1,0,2,"yes","no",389,850,320
"Sao Paulo",240,4,5,4,5,"yes","no",3000,6000,834
"Porto Alegre",38,1,1,0,2,"yes","no",335,800,43
"Sao Paulo",141,3,2,2,11,"yes","no",2200,6900,450
"Porto Alegre",43,1,1,1,17,"no","yes",1050,2790,120
"Porto Alegre",62,2,1,0,4,"yes","no",282,940,38
"Campinas",50,2,1,1,4,"no","no",250,1500,35
"Porto Alegre",75,2,1,1,7,"yes","no",350,1200,34
"Sao Paulo",180,3,2,1,0,"yes","no",0,5400,459
"Campinas",33,1,1,0,11,"no","no",290,600,10
"Sao Paulo",580,6,6,8,0,"yes","no",0,10000,2800
"Sao Paulo",136,3,3,2,1,"no","no",1680,3200,525
"Sao Paulo",238,4,4,3,1,"no","no",2765,5000,1220
"Sao Paulo",109,3,2,2,20,"yes","yes",1200,4500,417
"Sao Paulo",90,2,1,0,0,"yes","no",0,2400,170
"Porto Alegre",171,2,2,1,2,"yes","no",1000,2200,200
"Sao Paulo",40,1,1,0,16,"yes","no",580,1105,0
"Campinas",119,3,2,2,7,"yes","no",1650,1200,212
"Belo Horizonte",330,5,7,5,10,"yes","no",1030,4800,973
"Sao Paulo",60,1,1,1,2,"yes","yes",1072,4600,115
"Sao Paulo",118,3,2,1,4,"yes","yes",1800,6000,22
"Sao Paulo",134,2,2,1,7,"no","yes",1493,3400,239
"Sao Paulo",280,3,4,1,0,"yes","no",1,3700,100
"Sao Paulo",120,3,2,1,0,"yes","no",0,1800,109
"Sao Paulo",288,4,6,4,1,"yes","no",3634,4200,1155
"Sao Paulo",180,3,3,2,11,"yes","no",1300,4000,409
"Sao Paulo",43,1,1,1,6,"yes","no",500,3000,11
"Sao Paulo",57,1,1,0,7,"yes","yes",300,6000,17
"Sao Paulo",200,3,3,0,0,"yes","no",0,4500,71
"Sao Paulo",96,3,3,0,6,"yes","no",470,3572,30
"Sao Paulo",320,4,5,4,0,"yes","no",300,6500,417
"Belo Horizonte",110,3,2,2,1,"yes","no",380,2150,192
"Sao Paulo",35,1,1,1,11,"no","yes",444,3290,124
"Sao Paulo",270,4,5,6,0,"yes","no",0,11000,400
"Sao Paulo",85,2,1,1,1,"no","no",539,1200,74
"Sao Paulo",60,2,2,1,14,"yes","yes",600,3000,209
"Sao Paulo",550,4,5,5,0,"yes","no",0,5000,875
"Sao Paulo",45,1,1,0,11,"no","no",413,3800,81
"Sao Paulo",130,3,2,2,0,"yes","no",0,5100,183
"Rio de Janeiro",50,1,1,0,1,"yes","no",250,800,0
"Sao Paulo",55,2,1,1,3,"yes","no",800,1800,42
"Belo Horizonte",192,4,3,3,2,"yes","yes",412,2400,196
"Sao Paulo",70,2,2,2,3,"yes","no",700,1800,59
"Porto Alegre",78,2,1,0,1,"yes","no",280,1480,32
"Porto Alegre",45,1,1,1,1,"yes","no",320,900,84
"Belo Horizonte",250,2,2,1,0,"yes","no",15,900,67
"Rio de Janeiro",90,3,1,0,18,"yes","yes",500,2240,42
"Rio de Janeiro",186,3,4,2,5,"yes","no",3000,13000,475
"Porto Alegre",250,5,4,5,0,"yes","no",0,4300,84
"Rio de Janeiro",30,1,1,0,4,"no","no",307,1750,79
"Rio de Janeiro",106,3,1,0,2,"yes","no",380,2000,80
"Sao Paulo",72,2,2,1,1,"yes","yes",466,3000,93
"Sao Paulo",102,3,2,1,10,"yes","no",950,3315,75
"Sao Paulo",126,3,3,2,7,"no","no",2500,2500,317
"Sao Paulo",220,3,2,1,0,"yes","no",0,5000,500
"Porto Alegre",42,1,1,1,13,"yes","no",500,2300,50
"Sao Paulo",69,2,1,1,6,"yes","no",600,1600,0
"Sao Paulo",50,2,1,1,24,"yes","no",380,1490,0
"Sao Paulo",120,4,3,2,8,"yes","no",2010,2210,334
"Sao Paulo",160,3,3,3,10,"yes","yes",1850,3500,63
"Sao Paulo",31,1,1,0,1,"yes","yes",550,2900,0
"Sao Paulo",70,3,1,1,8,"yes","no",523,1100,0
"Sao Paulo",37,1,1,1,8,"yes","yes",490,4000,90
"Sao Paulo",63,1,1,1,9,"no","yes",1283,7400,286
"Rio de Janeiro",57,2,1,0,7,"yes","no",430,1500,54
"Sao Paulo",400,3,2,3,0,"yes","no",0,5500,1084
"Sao Paulo",370,4,5,6,17,"yes","no",4300,14000,1900
"Rio de Janeiro",255,4,3,0,6,"yes","no",2650,4500,692
"Sao Paulo",110,2,2,1,1,"yes","no",1216,2700,1144
"Rio de Janeiro",82,2,2,1,4,"yes","no",1900,2400,334
"Rio de Janeiro",25,1,1,1,4,"yes","no",1850,2805,417
"Sao Paulo",65,2,2,1,4,"yes","yes",730,1750,83
"Belo Horizonte",45,1,1,0,10,"yes","no",300,800,108
"Rio de Janeiro",95,2,2,2,11,"yes","no",1450,6300,267
"Belo Horizonte",96,3,2,2,1,"yes","no",600,2300,294
"Sao Paulo",72,2,1,2,5,"yes","yes",600,3200,35
"Belo Horizonte",44,2,1,0,4,"no","no",145,895,0
"Belo Horizonte",2000,3,3,2,2,"yes","yes",3000,5000,200
"Sao Paulo",49,2,1,1,16,"yes","no",350,1500,0
"Sao Paulo",119,3,2,1,7,"yes","no",1011,3500,247
"Sao Paulo",52,1,1,1,7,"yes","no",470,2000,89
"Sao Paulo",80,2,1,1,19,"yes","no",740,1300,0
"Sao Paulo",200,3,3,3,13,"yes","yes",2338,5000,835
"Sao Paulo",181,3,4,3,8,"no","yes",2500,8000,903
"Belo Horizonte",220,4,3,2,4,"yes","no",1263,2700,269
"Porto Alegre",125,3,3,1,2,"yes","no",1070,2400,184
"Campinas",55,1,1,0,1,"yes","no",550,915,57
"Porto Alegre",28,1,1,0,1,"yes","no",99,1200,10
"Porto Alegre",48,2,1,1,10,"yes","yes",380,1100,27
"Sao Paulo",222,4,3,4,15,"yes","no",2600,6500,1000
"Sao Paulo",72,2,1,1,21,"yes","no",519,1701,155
"Sao Paulo",171,4,4,4,1,"yes","no",2310,10000,85
"Rio de Janeiro",55,1,2,1,15,"yes","yes",695,2750,50
"Rio de Janeiro",120,2,3,1,9,"yes","no",1264,2600,225
"Sao Paulo",102,3,3,2,15,"yes","no",1100,3990,150
"Sao Paulo",118,3,3,2,6,"yes","no",1200,3500,534
"Sao Paulo",55,2,1,0,2,"no","no",200,1260,0
"Porto Alegre",197,4,3,2,4,"yes","no",2000,3200,325
"Sao Paulo",49,1,1,0,0,"no","no",0,1350,0
"Rio de Janeiro",45,1,1,0,1,"no","yes",750,3300,249
"Campinas",104,2,2,2,7,"yes","yes",1100,4200,210
"Porto Alegre",55,1,1,0,2,"yes","yes",320,1150,30
"Sao Paulo",202,4,4,3,13,"yes","no",2200,6000,1000
"Sao Paulo",54,2,1,1,3,"yes","no",660,1650,50
"Rio de Janeiro",89,3,2,0,4,"yes","no",1100,2750,138
"Sao Paulo",46,1,1,0,1,"yes","yes",350,1800,0
"Sao Paulo",386,4,6,4,0,"yes","no",6700,4250,667
"Porto Alegre",240,3,3,1,0,"yes","no",0,4000,392
"Sao Paulo",61,3,2,1,4,"yes","no",550,3000,117
"Sao Paulo",80,2,2,1,3,"yes","no",700,2200,0
"Belo Horizonte",45,2,1,1,4,"yes","yes",180,1300,39
"Sao Paulo",30,1,1,1,14,"yes","yes",350,2580,83
"Sao Paulo",300,4,4,6,1,"yes","no",550,3800,33
"Sao Paulo",69,1,1,1,8,"yes","no",857,1200,100
"Campinas",157,3,2,2,15,"yes","no",1290,2200,208
"Rio de Janeiro",30,1,1,0,3,"yes","no",314,700,0
"Belo Horizonte",83,3,2,2,6,"yes","no",468,1600,130
"Sao Paulo",55,2,2,2,3,"yes","no",780,2001,142
"Sao Paulo",70,1,1,1,3,"yes","no",1000,2500,150
"Sao Paulo",20,1,1,0,1,"no","yes",150,3142,67
"Belo Horizonte",298,4,2,3,0,"yes","no",0,3044,186
"Belo Horizonte",90,3,2,1,1,"yes","no",280,1300,100
"Sao Paulo",147,2,2,1,8,"yes","no",1400,4000,314
"Sao Paulo",48,1,1,1,0,"yes","no",0,2000,0
"Sao Paulo",32,1,1,1,9,"no","yes",1500,3400,150
"Sao Paulo",195,4,2,3,15,"yes","no",1475,2500,307
"Campinas",350,4,3,4,0,"no","no",500,6000,500
"Sao Paulo",74,2,1,0,2,"no","no",1,2500,1
"Sao Paulo",130,3,2,2,1,"no","no",1324,3250,571
"Campinas",60,2,3,0,1,"no","yes",938,1940,0
"Belo Horizonte",55,2,1,1,9,"no","no",655,1300,119
"Sao Paulo",89,3,2,2,4,"yes","no",1050,1540,115
"Porto Alegre",70,2,2,2,11,"yes","no",700,3300,115
"Belo Horizonte",141,4,2,1,2,"yes","no",0,3000,117
"Belo Horizonte",260,4,2,2,0,"yes","no",0,2500,251
"Sao Paulo",168,4,2,2,0,"yes","no",0,3100,130
"Belo Horizonte",24,1,1,1,0,"no","no",0,550,0
"Sao Paulo",240,4,4,5,14,"yes","no",2400,4500,750
"Sao Paulo",178,3,4,4,18,"yes","no",2650,10000,125
"Sao Paulo",58,2,1,1,1,"yes","yes",500,2380,120
"Sao Paulo",800,4,7,8,0,"no","no",10000,8500,209
"Sao Paulo",180,3,2,2,11,"yes","no",2750,7000,730
"Sao Paulo",101,3,4,2,4,"no","yes",1037,6140,359
"Sao Paulo",50,1,1,0,1,"no","no",150,830,0
"Belo Horizonte",55,2,1,1,4,"yes","no",190,600,67
"Sao Paulo",120,2,3,2,0,"yes","no",0,5400,0
"Campinas",42,2,1,1,3,"no","no",400,600,15
"Belo Horizonte",40,1,1,1,1,"no","no",0,860,0
"Sao Paulo",78,2,2,2,8,"yes","yes",1400,5800,334
"Porto Alegre",144,3,2,1,4,"yes","yes",1450,2740,269
"Campinas",440,4,4,4,0,"no","no",0,4000,417
"Porto Alegre",44,1,1,1,7,"yes","no",600,1250,65
"Sao Paulo",596,4,5,2,0,"yes","yes",0,15000,2620
"Porto Alegre",230,3,4,3,0,"yes","yes",2300,10000,417
"Belo Horizonte",100,2,1,0,13,"yes","no",750,1200,1680
"Sao Paulo",300,3,3,8,0,"yes","no",0,5500,286
"Sao Paulo",47,2,1,0,7,"yes","yes",390,1900,0
"Campinas",105,3,2,2,6,"yes","no",1200,1620,165
"Sao Paulo",65,2,2,1,14,"no","no",610,1300,3
"Sao Paulo",65,3,2,1,2,"yes","no",512,1860,135
"Sao Paulo",60,2,2,2,6,"yes","no",1050,2100,344
"Campinas",314,3,4,3,0,"yes","no",0,4000,349
"Sao Paulo",70,2,1,0,1,"yes","no",0,1800,92
"Rio de Janeiro",80,3,2,1,5,"yes","no",1150,1450,0
"Sao Paulo",350,3,5,5,0,"yes","no",0,5500,675
"Porto Alegre",52,1,1,0,10,"yes","no",130,900,0
"Sao Paulo",380,4,5,6,8,"yes","yes",3150,4900,1737
"Rio de Janeiro",70,1,1,0,1,"yes","no",634,2400,263
"Sao Paulo",44,1,1,1,9,"yes","yes",1785,2930,205
"Sao Paulo",142,4,4,3,15,"no","no",1661,2870,559
"Sao Paulo",88,2,3,2,4,"yes","no",1200,2803,496
"Sao Paulo",169,3,4,3,9,"yes","no",1800,8900,590
"Rio de Janeiro",40,1,1,0,2,"yes","no",350,900,0
"Sao Paulo",45,1,1,0,0,"no","no",0,950,0
"Rio de Janeiro",320,3,2,0,5,"no","no",2300,6000,292
"Sao Paulo",82,1,2,1,1,"no","yes",1000,11000,25
"Sao Paulo",180,3,4,3,15,"yes","no",2200,8900,782
"Sao Paulo",340,4,4,4,4,"yes","yes",3100,8500,1400
"Belo Horizonte",100,3,3,1,4,"yes","no",800,2300,206
"Sao Paulo",160,3,3,3,9,"yes","yes",2400,10000,584
"Sao Paulo",160,4,4,3,9,"yes","yes",2184,6500,858
"Campinas",100,3,2,2,3,"yes","no",885,1200,80
"Sao Paulo",33,1,1,1,12,"no","no",552,4150,95
"Sao Paulo",35,1,2,1,2,"yes","no",335,1870,0
"Porto Alegre",52,2,2,1,12,"yes","no",350,1900,42
"Sao Paulo",180,3,2,2,6,"yes","no",2066,5500,518
"Sao Paulo",180,3,2,1,0,"no","no",0,3000,163
"Sao Paulo",300,4,4,4,12,"yes","no",3000,10000,1167
"Sao Paulo",79,2,1,0,0,"yes","no",0,2050,218
"Porto Alegre",66,2,1,0,4,"yes","no",450,1300,42
"Sao Paulo",26,1,1,0,2,"no","no",0,2060,0
"Sao Paulo",367,4,5,6,1,"no","no",4384,8000,2110
"Campinas",60,2,1,1,7,"yes","no",486,900,74
"Sao Paulo",80,2,3,1,5,"yes","no",80,1800,0
"Rio de Janeiro",50,2,1,0,0,"yes","no",0,1170,70
"Rio de Janeiro",100,3,1,0,2,"yes","no",1290,1250,138
"Sao Paulo",250,3,4,3,13,"yes","no",2800,6000,834
"Porto Alegre",40,1,1,1,7,"no","yes",1300,1200,68
"Sao Paulo",68,2,2,1,8,"no","no",600,2400,125
"Sao Paulo",35,1,1,1,14,"no","no",1700,2000,275
"Porto Alegre",46,2,1,1,0,"yes","no",236,750,16
"Sao Paulo",21,1,1,0,2,"yes","no",0,3200,42
"Rio de Janeiro",45,1,1,0,8,"yes","yes",1690,3900,0
"Belo Horizonte",107,3,2,2,2,"yes","yes",585,2400,184
"Sao Paulo",220,3,3,5,0,"yes","no",0,7500,0
"Sao Paulo",380,5,7,4,0,"yes","no",0,8000,775
"Sao Paulo",150,3,3,2,20,"no","no",2300,4000,417
"Rio de Janeiro",15,1,1,0,2,"no","no",0,1000,0
"Sao Paulo",120,3,4,2,1,"yes","no",1500,3000,670
"Sao Paulo",24,2,2,1,13,"yes","no",993,5500,141
"Porto Alegre",70,2,2,1,2,"yes","no",500,2720,75
"Porto Alegre",50,1,2,0,0,"yes","no",250,1100,0
"Sao Paulo",220,3,4,4,10,"yes","no",3500,7000,1000
"Sao Paulo",180,3,4,3,3,"yes","no",1600,3500,65
"Porto Alegre",148,3,2,3,3,"yes","yes",1000,3000,167
"Sao Paulo",52,2,1,1,7,"yes","no",633,1340,8
"Porto Alegre",48,2,1,0,1,"yes","no",100,700,0
"Sao Paulo",160,4,5,2,22,"yes","yes",1200,6800,500
"Sao Paulo",40,1,1,0,2,"no","yes",685,2500,0
"Campinas",143,3,2,3,0,"yes","no",0,1700,70
"Campinas",550,3,4,8,0,"yes","no",0,4600,380
"Sao Paulo",35,1,1,1,3,"no","yes",0,4200,17
"Porto Alegre",50,2,1,0,18,"yes","no",500,1300,0
"Sao Paulo",210,4,4,3,9,"yes","no",2100,9100,667
"Sao Paulo",60,2,2,2,2,"yes","no",860,1840,165
"Sao Paulo",217,4,4,3,3,"yes","yes",4180,5000,1550
"Rio de Janeiro",300,3,3,2,5,"yes","yes",5000,11330,3334
"Rio de Janeiro",45,1,1,0,0,"yes","yes",250,2000,45
"Sao Paulo",230,5,3,0,0,"yes","no",0,7200,343
"Campinas",139,3,5,3,3,"yes","yes",1090,6700,232
"Sao Paulo",48,2,1,0,3,"yes","no",100,1350,0
"Sao Paulo",145,3,3,3,6,"yes","no",1100,12000,667
"Porto Alegre",65,1,1,0,3,"yes","no",311,1350,525
"Porto Alegre",180,3,3,2,3,"yes","no",400,2700,250
"Sao Paulo",438,5,6,5,0,"no","no",0,12000,817
"Sao Paulo",100,2,2,1,10,"yes","yes",1300,1979,225
"Rio de Janeiro",430,4,4,2,6,"yes","no",3500,10000,1119
